City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
120,luganville,-15.5333,167.1667,27.14,70,77,3.97,VU,1731284034
121,cidade velha,14.9167,-23.6167,25.51,71,72,4.1,CV,1731284035
122,puerto baquerizo moreno,-0.9,-89.6,20.97,72,87,4.82,EC,1731284038
123,brookings,44.3114,-96.7984,8.92,96,0,3.09,US,1731283890
124,rikaze,29.25,88.8833,0.38,69,0,1.13,CN,1731284040
125,nuuk,64.1835,-51.7216,-2.66,86,100,1.54,GL,1731284043
126,bac lieu,9.285,105.7244,26.47,85,15,3.81,VN,1731284044
127,margaret river,-33.95,115.0667,15.44,60,48,2.47,AU,1731284045
128,kargasok,59.0556,80.8572,-9.84,86,100,5.47,RU,1731284046
129,port lincoln,-34.7333,135.8667,17.24,80,88,5.81,AU,1731284047
130,sinabang,2.4803,96.3801,26.19,86,98,1.03,ID,1731284048
131,ranau,5.9538,116.6641,23.36,90,98,0.31,MY,1731284050
132,waitangi,-43.9535,-176.5597,16.01,94,100,3.13,NZ,1731284051
133,khandyga,62.6667,135.6,-18.89,97,99,0.55,RU,1731284053
134,hamilton,39.1834,-84.5333,18.21,92,100,4.63,US,1731284055
135,olonkinbyen,70.9221,-8.7187,0.96,94,100,8.4,SJ,1731284056
136,nouadhibou,20.931,-17.0347,24.99,33,0,6.69,MR,1731284057
137,northam,51.0333,-4.2167,13.67,97,91,1.38,GB,1731284058
138,cozumel,20.5083,-86.9458,26.08,94,40,1.54,MX,1731284061
139,saint-philippe,-21.3585,55.7679,23.92,88,36,4.75,RE,1731284062
140,punta arenas,-53.15,-70.9167,8.06,53,40,10.8,CL,1731284063
141,broken hill,-31.95,141.4333,21.06,47,100,8.05,AU,1731284066
142,la'ie,21.6477,-157.9253,27.66,77,12,2.68,US,1731284067
143,east ballina,-28.8667,153.5833,24.31,77,95,1.7,AU,1731284069
144,lihue,21.9789,-159.3672,26.77,77,40,6.17,US,1731283956
145,nova xavantina,-14.6667,-52.35,23.92,86,55,1.06,BR,1731284071
